,G,Date,Age,WL,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,TRB,AST,STL,BLK,TOV,PTS,GmSc,+/-
2710,46,1997-02-02,33,W,,19.0,28.0,0.679,2.0,3.0,0.667,5.0,6.0,0.833,7.0,3.0,1.0,0.0,1.0,45.0,37.2,
2711,47,1997-02-04,33,W,,15.0,30.0,0.5,1.0,4.0,0.25,5.0,5.0,1.0,5.0,2.0,1.0,2.0,0.0,36.0,25.5,
2712,48,1997-02-05,33,L,,10.0,24.0,0.417,2.0,5.0,0.4,5.0,6.0,0.833,4.0,4.0,1.0,1.0,2.0,27.0,17.5,
2713,49,1997-02-11,33,W,,16.0,24.0,0.667,1.0,2.0,0.5,10.0,14.0,0.7140000000000001,5.0,4.0,3.0,0.0,5.0,43.0,32.5,
2714,50,1997-02-14,33,W,,13.0,28.0,0.464,1.0,2.0,0.5,3.0,5.0,0.6,8.0,4.0,2.0,0.0,4.0,30.0,19.2,
2715,51,1997-02-16,33,W,,8.0,20.0,0.4,3.0,4.0,0.75,0.0,0.0,,8.0,10.0,4.0,0.0,2.0,19.0,18.8,
2716,52,1997-02-18,34,W,,10.0,18.0,0.556,1.0,3.0,0.333,3.0,4.0,0.75,5.0,12.0,3.0,0.0,0.0,24.0,27.5,
2717,53,1997-02-21,34,W,,13.0,28.0,0.464,3.0,4.0,0.75,7.0,12.0,0.583,4.0,4.0,1.0,0.0,2.0,36.0,22.2,
2718,54,1997-02-22,34,W,,13.0,19.0,0.684,5.0,8.0,0.625,3.0,4.0,0.75,5.0,1.0,3.0,0.0,2.0,34.0,28.7,
2719,55,1997-02-24,34,W,,13.0,27.0,0.481,3.0,7.0,0.429,8.0,9.0,0.889,4.0,3.0,0.0,0.0,1.0,37.0,25.2,
2720,56,1997-02-27,34,L,,7.0,25.0,0.28,0.0,3.0,0.0,9.0,9.0,1.0,8.0,4.0,0.0,0.0,2.0,23.0,11.1,
2721,57,1997-02-28,34,W,,13.0,20.0,0.65,5.0,7.0,0.7140000000000001,4.0,5.0,0.8,9.0,6.0,1.0,1.0,2.0,35.0,32.0,
2722,58,1997-03-03,34,W,,11.0,19.0,0.579,3.0,7.0,0.429,6.0,6.0,1.0,3.0,6.0,2.0,0.0,2.0,31.0,26.4,
2723,59,1997-03-05,34,W,,7.0,17.0,0.412,1.0,4.0,0.25,1.0,2.0,0.5,2.0,4.0,2.0,0.0,0.0,16.0,11.9,
2724,60,1997-03-07,34,W,,11.0,21.0,0.524,1.0,3.0,0.333,15.0,17.0,0.882,4.0,5.0,2.0,1.0,4.0,38.0,29.5,
2725,61,1997-03-09,34,L,,14.0,31.0,0.452,0.0,3.0,0.0,8.0,9.0,0.889,6.0,4.0,1.0,0.0,1.0,36.0,24.1,
2726,62,1997-03-11,34,W,,13.0,23.0,0.565,1.0,3.0,0.333,5.0,6.0,0.833,4.0,9.0,3.0,0.0,2.0,32.0,28.4,
2727,63,1997-03-12,34,W,,9.0,24.0,0.375,1.0,4.0,0.25,4.0,5.0,0.8,5.0,3.0,2.0,1.0,4.0,23.0,10.9,
2728,64,1997-03-14,34,L,,16.0,34.0,0.471,1.0,3.0,0.333,3.0,5.0,0.6,8.0,5.0,0.0,1.0,1.0,36.0,23.8,
2729,65,1997-03-15,34,W,,5.0,11.0,0.455,0.0,1.0,0.0,0.0,0.0,,4.0,3.0,1.0,2.0,3.0,10.0,7.0,
2730,66,1997-03-18,34,W,,10.0,28.0,0.35700000000000004,0.0,4.0,0.0,12.0,13.0,0.923,18.0,2.0,0.0,0.0,8.0,32.0,16.8,
2731,67,1997-03-21,34,W,,11.0,25.0,0.44,1.0,3.0,0.333,13.0,14.0,0.929,6.0,4.0,2.0,1.0,2.0,36.0,29.4,
2732,68,1997-03-22,34,W,,8.0,20.0,0.4,3.0,6.0,0.5,4.0,4.0,1.0,5.0,7.0,2.0,1.0,0.0,23.0,20.9,
2733,69,1997-03-25,34,W,,9.0,20.0,0.45,0.0,1.0,0.0,2.0,2.0,1.0,1.0,3.0,3.0,0.0,2.0,20.0,11.8,
2734,70,1997-03-27,34,W,,5.0,17.0,0.294,0.0,0.0,,2.0,3.0,0.667,10.0,4.0,0.0,2.0,6.0,12.0,3.3,
2735,71,1997-03-29,34,W,,9.0,21.0,0.429,1.0,2.0,0.5,2.0,3.0,0.667,6.0,10.0,0.0,2.0,0.0,21.0,19.3,
2736,72,1997-04-01,34,W,,8.0,11.0,0.727,0.0,0.0,,5.0,9.0,0.556,8.0,2.0,2.0,0.0,2.0,21.0,18.3,
2737,73,1997-04-03,34,L,,14.0,30.0,0.467,1.0,4.0,0.25,5.0,6.0,0.833,1.0,6.0,2.0,1.0,2.0,34.0,22.6,
2738,74,1997-04-04,34,W,,9.0,16.0,0.563,0.0,1.0,0.0,4.0,5.0,0.8,5.0,3.0,1.0,2.0,0.0,22.0,19.6,
2739,75,1997-04-06,34,W,,13.0,22.0,0.591,3.0,6.0,0.5,8.0,9.0,0.889,8.0,5.0,3.0,1.0,4.0,37.0,31.6,
2740,76,1997-04-07,34,W,,13.0,25.0,0.52,3.0,4.0,0.75,1.0,2.0,0.5,8.0,2.0,3.0,2.0,2.0,30.0,24.3,
2741,77,1997-04-09,34,W,,8.0,19.0,0.421,0.0,3.0,0.0,7.0,8.0,0.875,3.0,2.0,5.0,0.0,6.0,23.0,13.0,
2742,78,1997-04-10,34,W,,12.0,26.0,0.462,1.0,3.0,0.333,9.0,10.0,0.9,8.0,6.0,1.0,1.0,3.0,34.0,24.7,
2743,79,1997-04-13,34,L,,7.0,16.0,0.438,0.0,3.0,0.0,4.0,4.0,1.0,9.0,7.0,0.0,0.0,4.0,18.0,13.2,
2744,80,1997-04-14,34,W,,12.0,24.0,0.5,4.0,7.0,0.5710000000000001,2.0,2.0,1.0,11.0,10.0,3.0,1.0,2.0,30.0,30.0,
2745,81,1997-04-16,34,L,,11.0,27.0,0.407,2.0,5.0,0.4,2.0,4.0,0.5,8.0,3.0,0.0,1.0,3.0,26.0,11.3,
2746,82,1997-04-19,34,L,,14.0,22.0,0.636,1.0,1.0,1.0,4.0,8.0,0.5,3.0,3.0,2.0,0.0,4.0,33.0,21.0,
2747,1,1995-11-03,32,W,,16.0,29.0,0.552,3.0,7.0,0.429,7.0,9.0,0.778,6.0,7.0,0.0,0.0,1.0,42.0,31.8,
2748,2,1995-11-04,32,W,,5.0,12.0,0.417,0.0,1.0,0.0,5.0,7.0,0.7140000000000001,0.0,3.0,3.0,1.0,0.0,15.0,12.0,
2749,3,1995-11-07,32,W,,13.0,19.0,0.684,3.0,4.0,0.75,9.0,9.0,1.0,4.0,5.0,4.0,0.0,1.0,38.0,37.2,
2750,4,1995-11-09,32,W,,12.0,24.0,0.5,4.0,8.0,0.5,1.0,2.0,0.5,5.0,3.0,0.0,0.0,3.0,29.0,16.0,
2751,5,1995-11-11,32,W,,11.0,23.0,0.478,0.0,2.0,0.0,14.0,15.0,0.933,3.0,7.0,1.0,1.0,3.0,36.0,28.0,
2752,6,1995-11-14,32,L,,8.0,20.0,0.4,3.0,7.0,0.429,4.0,5.0,0.8,7.0,6.0,2.0,0.0,2.0,23.0,17.3,
2753,7,1995-11-15,32,W,,7.0,10.0,0.7,1.0,2.0,0.5,5.0,7.0,0.7140000000000001,7.0,2.0,1.0,0.0,1.0,20.0,18.1,
2754,8,1995-11-17,32,W,,7.0,16.0,0.438,0.0,1.0,0.0,4.0,4.0,1.0,3.0,3.0,4.0,0.0,5.0,18.0,10.8,
2755,9,1995-11-21,32,W,,12.0,25.0,0.48,0.0,2.0,0.0,12.0,13.0,0.923,8.0,5.0,2.0,2.0,0.0,36.0,31.0,
2756,10,1995-11-22,32,W,,15.0,27.0,0.556,1.0,1.0,1.0,7.0,8.0,0.875,9.0,2.0,4.0,0.0,5.0,38.0,26.6,
2757,11,1995-11-24,32,W,,9.0,21.0,0.429,2.0,5.0,0.4,14.0,17.0,0.8240000000000001,8.0,6.0,1.0,0.0,4.0,34.0,24.1,
2758,12,1995-11-26,32,L,,6.0,19.0,0.316,0.0,4.0,0.0,10.0,11.0,0.909,5.0,4.0,2.0,0.0,4.0,22.0,13.4,
2759,13,1995-11-27,32,W,,13.0,22.0,0.591,0.0,3.0,0.0,7.0,8.0,0.875,3.0,8.0,4.0,0.0,4.0,33.0,28.1,
2760,14,1995-11-30,32,W,,14.0,26.0,0.5379999999999999,0.0,2.0,0.0,1.0,2.0,0.5,3.0,4.0,3.0,0.0,2.0,29.0,20.7,
2761,15,1995-12-02,32,W,,13.0,22.0,0.591,0.0,2.0,0.0,11.0,14.0,0.7859999999999999,11.0,5.0,4.0,1.0,2.0,37.0,35.9,
2762,16,1995-12-06,32,W,,8.0,27.0,0.29600000000000004,0.0,0.0,,6.0,6.0,1.0,3.0,8.0,0.0,0.0,0.0,22.0,11.6,
2763,17,1995-12-08,32,W,,11.0,23.0,0.478,0.0,1.0,0.0,6.0,6.0,1.0,5.0,6.0,3.0,1.0,1.0,28.0,23.5,
2764,18,1995-12-09,32,W,,16.0,28.0,0.5710000000000001,0.0,0.0,,13.0,16.0,0.813,5.0,4.0,2.0,0.0,2.0,45.0,34.9,
2765,19,1995-12-13,32,W,,15.0,30.0,0.5,4.0,7.0,0.5710000000000001,2.0,6.0,0.333,6.0,2.0,2.0,1.0,4.0,36.0,21.3,
2766,20,1995-12-14,32,W,,8.0,16.0,0.5,1.0,4.0,0.25,5.0,5.0,1.0,3.0,1.0,0.0,0.0,3.0,22.0,11.8,
2767,21,1995-12-16,32,W,,5.0,20.0,0.25,0.0,1.0,0.0,10.0,10.0,1.0,7.0,6.0,5.0,1.0,3.0,20.0,17.0,
2768,22,1995-12-18,32,W,,16.0,27.0,0.593,0.0,1.0,0.0,5.0,8.0,0.625,6.0,3.0,5.0,0.0,2.0,37.0,29.4,
2769,23,1995-12-19,32,W,,12.0,23.0,0.522,0.0,1.0,0.0,8.0,8.0,1.0,4.0,4.0,1.0,0.0,0.0,32.0,25.7,
2770,24,1995-12-22,32,W,,9.0,19.0,0.474,2.0,3.0,0.667,7.0,7.0,1.0,10.0,5.0,3.0,0.0,2.0,27.0,25.6,
2771,25,1995-12-23,32,W,,12.0,22.0,0.545,1.0,2.0,0.5,5.0,5.0,1.0,7.0,8.0,3.0,1.0,2.0,30.0,28.4,
2772,26,1995-12-26,32,L,,11.0,28.0,0.393,1.0,2.0,0.5,7.0,9.0,0.778,10.0,4.0,1.0,2.0,2.0,30.0,19.8,
2773,27,1995-12-29,32,W,,8.0,20.0,0.4,0.0,2.0,0.0,13.0,18.0,0.722,7.0,3.0,3.0,0.0,4.0,29.0,19.0,
2774,28,1995-12-30,32,W,,14.0,27.0,0.519,1.0,2.0,0.5,4.0,6.0,0.667,7.0,6.0,4.0,1.0,5.0,33.0,24.5,
2775,29,1996-01-03,32,W,,17.0,29.0,0.586,1.0,1.0,1.0,3.0,4.0,0.75,8.0,5.0,3.0,0.0,1.0,38.0,32.0,
2776,30,1996-01-04,32,W,,11.0,20.0,0.55,0.0,1.0,0.0,5.0,7.0,0.7140000000000001,5.0,5.0,1.0,0.0,1.0,27.0,21.6,
2777,31,1996-01-06,32,W,,10.0,20.0,0.5,2.0,4.0,0.5,10.0,12.0,0.833,2.0,3.0,3.0,1.0,0.0,32.0,27.2,
2778,32,1996-01-10,32,W,,14.0,25.0,0.56,1.0,2.0,0.5,6.0,7.0,0.857,14.0,5.0,0.0,1.0,4.0,35.0,26.7,
2779,33,1996-01-13,32,W,,18.0,28.0,0.643,5.0,7.0,0.7140000000000001,7.0,7.0,1.0,10.0,2.0,1.0,1.0,2.0,48.0,40.5,
2780,34,1996-01-15,32,W,,16.0,31.0,0.516,3.0,7.0,0.429,11.0,11.0,1.0,4.0,2.0,1.0,0.0,5.0,46.0,27.3,
2781,35,1996-01-16,32,W,,13.0,22.0,0.591,2.0,6.0,0.333,4.0,6.0,0.667,7.0,2.0,3.0,0.0,1.0,32.0,27.3,
2782,36,1996-01-18,32,W,,14.0,28.0,0.5,4.0,8.0,0.5,6.0,8.0,0.75,9.0,2.0,1.0,0.0,1.0,38.0,28.9,
2783,37,1996-01-21,32,W,,12.0,23.0,0.522,3.0,5.0,0.6,9.0,11.0,0.818,8.0,4.0,2.0,1.0,3.0,36.0,29.6,
2784,38,1996-01-23,32,W,,13.0,23.0,0.565,3.0,4.0,0.75,4.0,5.0,0.8,6.0,4.0,3.0,0.0,2.0,33.0,27.3,
2785,39,1996-01-24,32,W,,4.0,10.0,0.4,0.0,1.0,0.0,4.0,6.0,0.667,3.0,6.0,0.0,0.0,1.0,12.0,8.7,
2786,40,1996-01-26,32,W,,10.0,21.0,0.476,1.0,3.0,0.333,4.0,5.0,0.8,9.0,4.0,3.0,2.0,8.0,25.0,15.8,
2787,41,1996-01-28,32,W,,13.0,25.0,0.52,0.0,2.0,0.0,5.0,7.0,0.7140000000000001,6.0,6.0,3.0,1.0,2.0,31.0,24.8,
2788,42,1996-01-30,32,W,,7.0,26.0,0.269,1.0,6.0,0.16699999999999998,7.0,8.0,0.875,8.0,1.0,4.0,0.0,2.0,22.0,11.3,
2789,43,1996-02-01,32,W,,7.0,16.0,0.438,0.0,1.0,0.0,13.0,14.0,0.929,2.0,1.0,2.0,1.0,4.0,27.0,16.6,
2790,44,1996-02-02,32,W,,8.0,17.0,0.471,0.0,0.0,,1.0,1.0,1.0,7.0,7.0,1.0,0.0,3.0,17.0,13.7,
2791,45,1996-02-04,32,L,,13.0,29.0,0.448,4.0,7.0,0.5710000000000001,9.0,11.0,0.818,3.0,4.0,3.0,1.0,4.0,39.0,26.1,
2792,46,1996-02-06,32,L,,9.0,22.0,0.409,0.0,2.0,0.0,10.0,17.0,0.588,2.0,6.0,3.0,0.0,3.0,28.0,17.0,
2793,47,1996-02-07,32,W,,15.0,31.0,0.484,0.0,0.0,,10.0,13.0,0.769,11.0,6.0,3.0,2.0,2.0,40.0,34.2,
2794,48,1996-02-13,32,W,,11.0,23.0,0.478,2.0,3.0,0.667,8.0,10.0,0.8,9.0,3.0,0.0,0.0,4.0,32.0,20.3,
2795,49,1996-02-15,32,W,,10.0,30.0,0.333,0.0,1.0,0.0,12.0,12.0,1.0,8.0,5.0,3.0,0.0,1.0,32.0,22.9,
2796,50,1996-02-16,32,W,,13.0,23.0,0.565,4.0,4.0,1.0,5.0,5.0,1.0,7.0,4.0,0.0,1.0,2.0,35.0,27.7,
2797,51,1996-02-18,33,W,,16.0,29.0,0.552,3.0,4.0,0.75,9.0,10.0,0.9,5.0,7.0,3.0,2.0,3.0,44.0,38.3,
2798,52,1996-02-20,33,W,,6.0,19.0,0.316,0.0,0.0,,2.0,3.0,0.667,9.0,6.0,0.0,0.0,0.0,14.0,9.6,
2799,53,1996-02-22,33,W,,15.0,26.0,0.5770000000000001,2.0,2.0,1.0,2.0,2.0,1.0,3.0,3.0,0.0,1.0,2.0,34.0,23.9,
2800,54,1996-02-23,33,L,,9.0,21.0,0.429,1.0,4.0,0.25,12.0,13.0,0.923,9.0,5.0,4.0,0.0,3.0,31.0,26.3,
2801,55,1996-02-25,33,W,,8.0,19.0,0.421,1.0,1.0,1.0,6.0,8.0,0.75,5.0,7.0,2.0,0.0,1.0,23.0,19.5,
2802,56,1996-02-27,33,W,,11.0,24.0,0.458,2.0,3.0,0.667,11.0,12.0,0.917,6.0,7.0,2.0,0.0,1.0,35.0,29.9,
2803,57,1996-03-01,33,W,,7.0,17.0,0.412,1.0,3.0,0.333,2.0,3.0,0.667,3.0,6.0,6.0,0.0,3.0,17.0,15.2,
2804,58,1996-03-02,33,W,,8.0,15.0,0.5329999999999999,0.0,2.0,0.0,5.0,8.0,0.625,8.0,8.0,4.0,1.0,1.0,21.0,25.4,
2805,59,1996-03-05,33,W,,12.0,20.0,0.6,4.0,5.0,0.8,5.0,6.0,0.833,8.0,4.0,2.0,0.0,3.0,33.0,29.2,
2806,60,1996-03-07,33,W,,21.0,28.0,0.75,2.0,4.0,0.5,9.0,10.0,0.9,11.0,2.0,6.0,0.0,4.0,53.0,47.7,
2807,61,1996-03-10,33,L,,12.0,26.0,0.462,2.0,4.0,0.5,6.0,7.0,0.857,8.0,3.0,1.0,1.0,7.0,32.0,16.6,
2808,62,1996-03-13,33,W,,12.0,25.0,0.48,2.0,6.0,0.333,11.0,12.0,0.917,6.0,5.0,1.0,0.0,3.0,37.0,26.4,
2809,63,1996-03-15,33,W,,14.0,22.0,0.636,3.0,5.0,0.6,2.0,3.0,0.667,6.0,3.0,3.0,2.0,3.0,33.0,27.3,
2810,64,1996-03-16,33,W,,14.0,29.0,0.483,2.0,5.0,0.4,7.0,7.0,1.0,16.0,5.0,1.0,3.0,0.0,37.0,32.9,
2811,65,1996-03-18,33,W,,15.0,32.0,0.469,0.0,5.0,0.0,8.0,10.0,0.8,11.0,4.0,1.0,0.0,2.0,38.0,24.7,
2812,66,1996-03-19,33,W,,7.0,16.0,0.438,0.0,3.0,0.0,6.0,6.0,1.0,9.0,3.0,2.0,0.0,6.0,20.0,12.0,
2813,67,1996-03-21,33,W,,14.0,24.0,0.583,1.0,4.0,0.25,7.0,7.0,1.0,11.0,5.0,1.0,0.0,1.0,36.0,30.4,
2814,68,1996-03-24,33,L,,14.0,22.0,0.636,0.0,1.0,0.0,8.0,8.0,1.0,9.0,2.0,0.0,2.0,2.0,36.0,30.5,
2815,69,1996-03-28,33,W,,5.0,12.0,0.417,0.0,1.0,0.0,3.0,6.0,0.5,5.0,7.0,1.0,1.0,0.0,13.0,12.3,
2816,70,1996-03-30,33,W,,6.0,15.0,0.4,0.0,1.0,0.0,9.0,10.0,0.9,9.0,6.0,2.0,0.0,1.0,21.0,21.6,
2817,71,1996-04-02,33,W,,11.0,23.0,0.478,2.0,3.0,0.667,8.0,8.0,1.0,8.0,3.0,2.0,0.0,1.0,32.0,24.6,
2818,72,1996-04-04,33,W,,13.0,24.0,0.542,1.0,4.0,0.25,13.0,16.0,0.813,7.0,3.0,4.0,2.0,4.0,40.0,33.2,
2819,73,1996-04-05,33,W,,10.0,16.0,0.625,2.0,2.0,1.0,2.0,3.0,0.667,5.0,4.0,3.0,0.0,3.0,24.0,20.7,
2820,74,1996-04-07,33,W,,10.0,30.0,0.333,2.0,4.0,0.5,5.0,5.0,1.0,3.0,1.0,2.0,0.0,1.0,27.0,12.2,
2821,75,1996-04-08,33,L,,13.0,27.0,0.481,1.0,3.0,0.333,13.0,19.0,0.684,11.0,5.0,1.0,0.0,1.0,40.0,31.5,
2822,76,1996-04-11,33,W,,8.0,18.0,0.444,0.0,1.0,0.0,1.0,4.0,0.25,7.0,3.0,3.0,0.0,3.0,17.0,11.8,
2823,77,1996-04-12,33,W,,10.0,16.0,0.625,2.0,4.0,0.5,1.0,1.0,1.0,3.0,0.0,4.0,1.0,2.0,23.0,19.4,
2824,78,1996-04-14,33,W,,11.0,18.0,0.611,4.0,7.0,0.5710000000000001,6.0,6.0,1.0,12.0,3.0,1.0,0.0,3.0,32.0,28.7,
2825,79,1996-04-16,33,W,,9.0,27.0,0.333,1.0,4.0,0.25,3.0,4.0,0.75,9.0,4.0,2.0,1.0,4.0,22.0,10.5,
2826,80,1996-04-18,33,W,,11.0,18.0,0.611,4.0,5.0,0.8,4.0,4.0,1.0,5.0,1.0,1.0,0.0,2.0,30.0,23.0,
2827,81,1996-04-20,33,L,,9.0,23.0,0.391,2.0,5.0,0.4,4.0,5.0,0.8,2.0,6.0,1.0,1.0,3.0,24.0,13.0,
2828,82,1996-04-21,33,W,,11.0,22.0,0.5,1.0,3.0,0.333,3.0,3.0,1.0,4.0,4.0,4.0,0.0,1.0,26.0,22.4,
2829,1,2002-10-30,39,L,,4.0,14.0,0.28600000000000003,0.0,0.0,,0.0,2.0,0.0,3.0,1.0,3.0,0.0,2.0,8.0,0.4,4.0
2830,2,2002-10-31,39,W,,8.0,15.0,0.5329999999999999,0.0,0.0,,5.0,5.0,1.0,4.0,5.0,2.0,1.0,0.0,21.0,20.7,29.0
2831,3,2002-11-02,39,L,,7.0,16.0,0.438,1.0,2.0,0.5,6.0,8.0,0.75,2.0,2.0,2.0,0.0,0.0,21.0,15.0,1.0
2832,4,2002-11-05,39,L,,5.0,14.0,0.35700000000000004,0.0,0.0,,0.0,0.0,,2.0,1.0,1.0,0.0,1.0,10.0,2.7,2.0
2833,5,2002-11-06,39,W,,2.0,6.0,0.333,0.0,1.0,0.0,2.0,3.0,0.667,3.0,4.0,3.0,0.0,1.0,6.0,7.1,3.0
2834,6,2002-11-08,39,W,,9.0,14.0,0.643,0.0,0.0,,7.0,12.0,0.583,3.0,3.0,2.0,0.0,2.0,25.0,18.2,-7.0
2835,7,2002-11-09,39,W,,5.0,11.0,0.455,0.0,1.0,0.0,2.0,2.0,1.0,8.0,6.0,0.0,2.0,0.0,12.0,13.9,10.0
2836,8,2002-11-12,39,L,,13.0,22.0,0.591,0.0,0.0,,1.0,2.0,0.5,6.0,4.0,1.0,1.0,4.0,27.0,18.7,8.0
2837,9,2002-11-14,39,W,,7.0,17.0,0.412,0.0,1.0,0.0,5.0,5.0,1.0,6.0,1.0,1.0,0.0,3.0,19.0,8.8,11.0
2838,10,2002-11-16,39,W,,4.0,5.0,0.8,0.0,0.0,,0.0,0.0,,5.0,2.0,2.0,0.0,1.0,8.0,8.8,16.0
2839,11,2002-11-17,39,L,,9.0,16.0,0.563,1.0,2.0,0.5,0.0,0.0,,2.0,3.0,1.0,0.0,5.0,19.0,9.7,-13.0
2840,12,2002-11-22,39,L,,4.0,15.0,0.267,0.0,0.0,,0.0,0.0,,2.0,1.0,0.0,0.0,1.0,8.0,-1.4,-6.0
2841,13,2002-11-23,39,L,,9.0,18.0,0.5,0.0,0.0,,2.0,2.0,1.0,6.0,5.0,2.0,0.0,3.0,20.0,15.7,-6.0
2842,14,2002-11-26,39,L,,10.0,21.0,0.476,3.0,3.0,1.0,5.0,8.0,0.625,1.0,2.0,3.0,0.0,1.0,28.0,19.0,2.0
2843,15,2002-11-29,39,L,,6.0,15.0,0.4,0.0,1.0,0.0,2.0,2.0,1.0,4.0,1.0,1.0,0.0,1.0,14.0,7.0,-15.0
2844,16,2002-11-30,39,L,,8.0,20.0,0.4,0.0,2.0,0.0,0.0,0.0,,4.0,2.0,0.0,1.0,2.0,16.0,5.7,-1.0
2845,17,2002-12-03,39,W,,9.0,20.0,0.45,0.0,0.0,,7.0,8.0,0.875,7.0,4.0,0.0,0.0,1.0,25.0,17.7,21.0
2846,18,2002-12-04,39,W,,5.0,14.0,0.35700000000000004,0.0,0.0,,11.0,16.0,0.688,9.0,4.0,6.0,2.0,3.0,21.0,21.1,16.0
2847,19,2002-12-06,39,L,,7.0,21.0,0.333,0.0,0.0,,2.0,2.0,1.0,6.0,0.0,0.0,0.0,3.0,16.0,2.1,-12.0
2848,20,2002-12-07,39,W,,9.0,18.0,0.5,0.0,1.0,0.0,2.0,4.0,0.5,9.0,2.0,3.0,0.0,2.0,20.0,14.1,7.0
2849,21,2002-12-10,39,L,,6.0,10.0,0.6,0.0,0.0,,2.0,2.0,1.0,5.0,1.0,1.0,1.0,1.0,14.0,13.1,-15.0
2850,22,2002-12-13,39,L,,5.0,20.0,0.25,0.0,0.0,,2.0,2.0,1.0,5.0,4.0,2.0,0.0,4.0,12.0,1.5,-14.0
2851,23,2002-12-15,39,W,,1.0,9.0,0.111,0.0,0.0,,0.0,0.0,,8.0,9.0,2.0,1.0,0.0,2.0,7.5,11.0
2852,24,2002-12-17,39,W,,12.0,18.0,0.667,0.0,0.0,,6.0,6.0,1.0,3.0,2.0,0.0,0.0,1.0,30.0,22.3,3.0
2853,25,2002-12-18,39,W,,14.0,23.0,0.609,2.0,3.0,0.667,3.0,3.0,1.0,5.0,2.0,3.0,0.0,3.0,33.0,25.4,4.0
2854,26,2002-12-21,39,L,,8.0,20.0,0.4,0.0,0.0,,0.0,0.0,,5.0,3.0,0.0,1.0,2.0,16.0,7.1,-15.0
2855,27,2002-12-23,39,L,,5.0,15.0,0.333,1.0,1.0,1.0,2.0,2.0,1.0,7.0,8.0,0.0,2.0,3.0,13.0,9.4,-2.0
2856,28,2002-12-26,39,L,,7.0,17.0,0.412,0.0,1.0,0.0,3.0,4.0,0.75,4.0,1.0,0.0,2.0,4.0,17.0,5.6,-8.0
2857,29,2002-12-28,39,W,,4.0,10.0,0.4,0.0,1.0,0.0,2.0,2.0,1.0,4.0,5.0,1.0,1.0,0.0,10.0,10.6,4.0
2858,30,2002-12-30,39,L,,8.0,17.0,0.471,0.0,0.0,,5.0,5.0,1.0,8.0,9.0,3.0,0.0,4.0,21.0,18.4,-9.0
2859,31,2002-12-31,39,W,,7.0,15.0,0.467,1.0,1.0,1.0,2.0,2.0,1.0,7.0,3.0,1.0,0.0,2.0,17.0,12.5,4.0
2860,32,2003-01-02,39,W,,4.0,11.0,0.364,0.0,2.0,0.0,2.0,2.0,1.0,5.0,5.0,2.0,0.0,3.0,10.0,7.9,32.0
2861,33,2003-01-04,39,W,,14.0,26.0,0.5379999999999999,3.0,4.0,0.75,10.0,12.0,0.833,12.0,4.0,3.0,0.0,2.0,41.0,35.4,15.0
2862,34,2003-01-06,39,W,,7.0,18.0,0.389,0.0,2.0,0.0,5.0,5.0,1.0,11.0,7.0,4.0,0.0,4.0,19.0,16.6,6.0
2863,35,2003-01-08,39,W,,5.0,13.0,0.385,0.0,0.0,,4.0,5.0,0.8,10.0,7.0,1.0,0.0,2.0,14.0,11.8,7.0
2864,36,2003-01-10,39,L,,7.0,17.0,0.412,0.0,0.0,,0.0,0.0,,2.0,5.0,0.0,1.0,0.0,14.0,9.3,-8.0
2865,37,2003-01-11,39,W,,8.0,25.0,0.32,0.0,0.0,,7.0,9.0,0.778,10.0,3.0,1.0,0.0,2.0,23.0,13.2,9.0
2866,38,2003-01-14,39,L,,8.0,23.0,0.348,0.0,0.0,,6.0,6.0,1.0,5.0,4.0,3.0,2.0,2.0,22.0,16.2,-3.0
2867,39,2003-01-16,39,W,,12.0,25.0,0.48,0.0,1.0,0.0,8.0,10.0,0.8,6.0,8.0,2.0,0.0,1.0,32.0,26.1,11.0
2868,40,2003-01-18,39,L,,10.0,25.0,0.4,0.0,3.0,0.0,5.0,6.0,0.833,8.0,7.0,5.0,1.0,2.0,25.0,21.3,-14.0
2869,41,2003-01-20,39,W,,11.0,22.0,0.5,0.0,2.0,0.0,3.0,4.0,0.75,5.0,6.0,1.0,1.0,3.0,25.0,17.2,15.0
2870,42,2003-01-22,39,L,,9.0,21.0,0.429,0.0,0.0,,0.0,0.0,,4.0,3.0,3.0,0.0,2.0,18.0,10.8,-10.0
2871,43,2003-01-24,39,L,,4.0,14.0,0.28600000000000003,0.0,0.0,,3.0,4.0,0.75,5.0,3.0,1.0,1.0,1.0,11.0,6.7,4.0
2872,44,2003-01-25,39,L,,8.0,18.0,0.444,0.0,1.0,0.0,1.0,2.0,0.5,8.0,5.0,2.0,1.0,4.0,17.0,11.8,-8.0
2873,45,2003-01-27,39,W,,9.0,14.0,0.643,0.0,0.0,,1.0,2.0,0.5,7.0,1.0,2.0,0.0,5.0,19.0,11.8,9.0
2874,46,2003-01-29,39,L,,4.0,16.0,0.25,0.0,0.0,,0.0,0.0,,5.0,5.0,0.0,0.0,3.0,8.0,-0.4,-8.0
2875,47,2003-01-30,39,L,,11.0,24.0,0.458,0.0,1.0,0.0,2.0,3.0,0.667,4.0,4.0,1.0,0.0,2.0,24.0,14.6,-16.0
2876,48,2003-02-01,39,W,,18.0,33.0,0.545,0.0,0.0,,9.0,10.0,0.9,3.0,6.0,1.0,1.0,2.0,45.0,31.9,14.0
