,Unnamed: 0,Date,Age,WL,FG,FGA,FG%,3P,3PA,FT,FTA,TRB,AST,STL,BLK,TOV,PTS,GmSc
0,0,1991-11-01,28.0,W,11.0,18.0,0.611,0.0,3.0,4.0,6.0,5.0,4.0,3.0,1.0,2.0,26.0,22.6
1,1,1991-11-02,28.0,L,19.0,29.0,0.655,1.0,2.0,7.0,7.0,3.0,3.0,5.0,1.0,4.0,46.0,37.6
2,2,1991-11-05,28.0,L,17.0,22.0,0.773,1.0,2.0,5.0,8.0,7.0,4.0,1.0,1.0,5.0,40.0,30.6
3,3,1991-11-06,28.0,W,16.0,26.0,0.615,3.0,4.0,9.0,9.0,3.0,6.0,1.0,1.0,2.0,44.0,36.2
4,4,1991-11-08,28.0,W,10.0,15.0,0.667,0.0,0.0,6.0,8.0,7.0,5.0,4.0,0.0,0.0,26.0,28.3
5,5,1991-11-09,28.0,W,13.0,26.0,0.5,0.0,3.0,1.0,1.0,5.0,9.0,3.0,1.0,1.0,27.0,24.5
6,6,1991-11-12,28.0,W,8.0,14.0,0.5710000000000001,0.0,1.0,4.0,5.0,3.0,4.0,3.0,0.0,0.0,20.0,18.1
7,7,1991-11-13,28.0,W,11.0,19.0,0.579,1.0,3.0,12.0,12.0,6.0,5.0,3.0,3.0,2.0,35.0,34.5
8,8,1991-11-15,28.0,W,5.0,10.0,0.5,0.0,0.0,7.0,8.0,7.0,11.0,1.0,0.0,3.0,17.0,19.4
9,9,1991-11-20,28.0,W,12.0,25.0,0.48,0.0,0.0,11.0,13.0,9.0,7.0,3.0,1.0,3.0,35.0,29.0
10,10,1991-11-22,28.0,W,11.0,26.0,0.423,0.0,1.0,9.0,10.0,6.0,4.0,2.0,0.0,1.0,31.0,20.4
11,11,1991-11-23,28.0,W,15.0,28.0,0.536,0.0,1.0,7.0,7.0,6.0,3.0,0.0,1.0,2.0,37.0,24.0
12,12,1991-11-26,28.0,W,11.0,19.0,0.579,0.0,2.0,1.0,2.0,10.0,5.0,1.0,0.0,6.0,23.0,14.4
13,13,1991-11-29,28.0,W,16.0,39.0,0.41,0.0,1.0,8.0,10.0,8.0,7.0,3.0,1.0,3.0,40.0,25.9
14,14,1991-11-30,28.0,W,13.0,21.0,0.619,0.0,2.0,4.0,9.0,6.0,8.0,0.0,1.0,2.0,30.0,23.0
15,15,1991-12-04,28.0,W,7.0,20.0,0.35,0.0,1.0,2.0,2.0,9.0,9.0,3.0,0.0,7.0,16.0,8.6
16,16,1991-12-06,28.0,W,8.0,19.0,0.421,1.0,2.0,2.0,4.0,11.0,10.0,1.0,0.0,1.0,19.0,17.6
17,17,1991-12-07,28.0,L,12.0,25.0,0.48,0.0,1.0,8.0,10.0,14.0,9.0,3.0,1.0,4.0,32.0,29.1
18,18,1991-12-10,28.0,W,7.0,20.0,0.35,0.0,1.0,5.0,8.0,11.0,1.0,0.0,1.0,1.0,19.0,10.3
19,19,1991-12-13,28.0,W,9.0,18.0,0.5,0.0,2.0,9.0,12.0,8.0,6.0,4.0,0.0,3.0,27.0,24.0
20,20,1991-12-14,28.0,W,12.0,19.0,0.632,0.0,1.0,5.0,8.0,9.0,1.0,2.0,3.0,1.0,29.0,25.8
21,21,1991-12-17,28.0,L,6.0,20.0,0.3,0.0,3.0,9.0,10.0,4.0,7.0,3.0,3.0,0.0,21.0,19.0
22,22,1991-12-20,28.0,W,8.0,18.0,0.444,0.0,0.0,8.0,8.0,5.0,4.0,1.0,2.0,0.0,24.0,21.7
23,23,1991-12-21,28.0,W,16.0,24.0,0.667,2.0,2.0,3.0,3.0,9.0,10.0,4.0,1.0,3.0,37.0,37.6
24,24,1991-12-25,28.0,W,6.0,14.0,0.429,0.0,1.0,2.0,2.0,8.0,5.0,2.0,3.0,2.0,14.0,14.2
25,25,1991-12-26,28.0,W,15.0,31.0,0.484,1.0,2.0,3.0,4.0,3.0,6.0,2.0,3.0,4.0,34.0,23.1
26,26,1991-12-28,28.0,W,11.0,20.0,0.55,0.0,1.0,11.0,12.0,2.0,8.0,3.0,3.0,6.0,33.0,26.3
27,27,1991-12-30,28.0,W,10.0,19.0,0.526,0.0,1.0,9.0,11.0,6.0,7.0,3.0,2.0,4.0,29.0,25.2
28,28,1992-01-03,28.0,L,19.0,29.0,0.655,0.0,2.0,6.0,8.0,6.0,7.0,1.0,0.0,1.0,44.0,36.4
29,29,1992-01-04,28.0,W,12.0,20.0,0.6,0.0,0.0,3.0,4.0,5.0,1.0,1.0,2.0,0.0,27.0,22.4
30,30,1992-01-07,28.0,W,7.0,15.0,0.467,1.0,1.0,6.0,6.0,5.0,9.0,4.0,1.0,3.0,21.0,21.6
31,31,1992-01-08,28.0,W,17.0,27.0,0.63,0.0,0.0,6.0,9.0,6.0,8.0,1.0,2.0,4.0,40.0,31.3
32,32,1992-01-10,28.0,W,15.0,25.0,0.6,1.0,2.0,6.0,6.0,5.0,4.0,1.0,1.0,2.0,37.0,28.7
33,33,1992-01-11,28.0,W,10.0,19.0,0.526,0.0,0.0,10.0,10.0,6.0,7.0,1.0,1.0,1.0,30.0,26.5
34,34,1992-01-14,28.0,W,11.0,20.0,0.55,0.0,1.0,4.0,4.0,5.0,4.0,5.0,2.0,2.0,26.0,25.1
35,35,1992-01-16,28.0,W,15.0,26.0,0.5770000000000001,0.0,2.0,5.0,6.0,4.0,8.0,2.0,1.0,2.0,35.0,28.3
36,36,1992-01-17,28.0,W,10.0,23.0,0.435,1.0,1.0,10.0,10.0,4.0,8.0,1.0,0.0,1.0,31.0,24.5
37,37,1992-01-19,28.0,W,12.0,27.0,0.444,0.0,2.0,10.0,14.0,6.0,6.0,2.0,0.0,3.0,34.0,22.1
38,38,1992-01-21,28.0,W,13.0,23.0,0.565,0.0,0.0,4.0,5.0,5.0,7.0,5.0,1.0,4.0,30.0,26.4
39,39,1992-01-22,28.0,W,7.0,18.0,0.389,1.0,2.0,8.0,8.0,6.0,4.0,2.0,2.0,5.0,23.0,16.2
40,40,1992-01-24,28.0,W,9.0,14.0,0.643,0.0,0.0,2.0,2.0,2.0,5.0,0.0,2.0,2.0,20.0,17.7
41,41,1992-01-25,28.0,W,12.0,27.0,0.444,3.0,3.0,8.0,10.0,3.0,5.0,4.0,1.0,4.0,35.0,24.4
42,42,1992-01-28,28.0,L,15.0,31.0,0.484,0.0,1.0,9.0,11.0,9.0,7.0,4.0,0.0,3.0,39.0,29.9
43,43,1992-01-30,28.0,L,9.0,26.0,0.34600000000000003,0.0,1.0,4.0,4.0,5.0,5.0,3.0,0.0,1.0,22.0,14.0
44,44,1992-01-31,28.0,W,10.0,17.0,0.588,0.0,1.0,5.0,6.0,10.0,9.0,1.0,0.0,1.0,25.0,25.6
45,45,1992-02-02,28.0,W,13.0,27.0,0.481,1.0,1.0,6.0,8.0,8.0,11.0,2.0,0.0,5.0,33.0,24.0
46,46,1992-02-03,28.0,L,13.0,34.0,0.382,1.0,1.0,7.0,9.0,13.0,8.0,2.0,1.0,2.0,34.0,23.6
47,47,1992-02-11,28.0,W,13.0,23.0,0.565,0.0,0.0,8.0,9.0,6.0,7.0,4.0,2.0,3.0,34.0,31.4
48,48,1992-02-13,28.0,W,4.0,15.0,0.267,0.0,0.0,9.0,11.0,2.0,5.0,1.0,0.0,1.0,17.0,11.0
49,49,1992-02-15,28.0,W,9.0,24.0,0.375,0.0,0.0,11.0,12.0,5.0,2.0,2.0,2.0,3.0,29.0,17.9
50,50,1992-02-17,29.0,L,21.0,32.0,0.6559999999999999,0.0,1.0,4.0,5.0,4.0,6.0,0.0,0.0,3.0,46.0,34.0
51,51,1992-02-19,29.0,W,11.0,23.0,0.478,0.0,1.0,5.0,7.0,10.0,8.0,2.0,0.0,3.0,27.0,23.7
52,52,1992-02-21,29.0,W,14.0,23.0,0.609,0.0,0.0,5.0,6.0,10.0,14.0,4.0,0.0,4.0,33.0,34.5
53,53,1992-02-22,29.0,W,13.0,27.0,0.481,0.0,3.0,4.0,6.0,6.0,8.0,1.0,2.0,1.0,30.0,24.3
54,54,1992-02-25,29.0,L,11.0,22.0,0.5,0.0,0.0,1.0,3.0,4.0,6.0,4.0,1.0,1.0,23.0,19.9
55,55,1992-02-26,29.0,W,10.0,17.0,0.588,1.0,3.0,5.0,6.0,4.0,1.0,2.0,0.0,0.0,26.0,22.4
56,56,1992-02-28,29.0,W,8.0,18.0,0.444,0.0,0.0,8.0,10.0,6.0,6.0,2.0,2.0,2.0,24.0,20.8
57,57,1992-03-01,29.0,W,10.0,23.0,0.435,0.0,2.0,11.0,12.0,9.0,7.0,3.0,0.0,5.0,31.0,22.9
58,58,1992-03-03,29.0,L,12.0,21.0,0.5710000000000001,0.0,0.0,3.0,5.0,7.0,5.0,0.0,1.0,2.0,27.0,20.2
59,59,1992-03-05,29.0,W,14.0,26.0,0.5379999999999999,0.0,0.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,33.0,25.3
60,60,1992-03-06,29.0,W,12.0,20.0,0.6,0.0,1.0,3.0,3.0,6.0,2.0,2.0,1.0,2.0,27.0,20.9
61,61,1992-03-08,29.0,W,12.0,26.0,0.462,0.0,1.0,10.0,13.0,11.0,8.0,1.0,0.0,1.0,34.0,28.3
62,62,1992-03-11,29.0,W,14.0,23.0,0.609,0.0,0.0,4.0,4.0,13.0,3.0,0.0,2.0,4.0,32.0,24.1
63,63,1992-03-14,29.0,W,11.0,22.0,0.5,0.0,1.0,4.0,4.0,10.0,9.0,5.0,0.0,3.0,26.0,26.3
64,64,1992-03-16,29.0,W,15.0,27.0,0.556,0.0,2.0,7.0,7.0,9.0,13.0,0.0,1.0,3.0,37.0,34.0
65,65,1992-03-17,29.0,W,16.0,32.0,0.5,0.0,0.0,8.0,12.0,10.0,4.0,2.0,2.0,1.0,40.0,31.0
66,66,1992-03-19,29.0,W,19.0,30.0,0.633,1.0,1.0,12.0,15.0,11.0,3.0,1.0,1.0,0.0,51.0,43.1
67,67,1992-03-21,29.0,L,10.0,22.0,0.455,0.0,0.0,5.0,7.0,15.0,4.0,2.0,1.0,3.0,25.0,21.8
68,68,1992-03-24,29.0,W,18.0,31.0,0.581,2.0,3.0,12.0,13.0,6.0,6.0,3.0,0.0,3.0,50.0,41.1
69,69,1992-03-28,29.0,W,21.0,32.0,0.6559999999999999,0.0,1.0,2.0,2.0,4.0,6.0,3.0,0.0,1.0,44.0,36.6
70,70,1992-03-31,29.0,W,13.0,23.0,0.565,0.0,1.0,10.0,12.0,4.0,3.0,3.0,1.0,3.0,36.0,29.1
71,71,1992-04-01,29.0,W,11.0,22.0,0.5,1.0,3.0,8.0,10.0,2.0,5.0,3.0,0.0,2.0,31.0,23.9
72,72,1992-04-03,29.0,W,5.0,17.0,0.294,0.0,2.0,5.0,6.0,6.0,7.0,2.0,0.0,5.0,15.0,6.8
73,73,1992-04-05,29.0,L,12.0,28.0,0.429,0.0,3.0,2.0,2.0,2.0,2.0,3.0,0.0,3.0,26.0,11.6
74,74,1992-04-07,29.0,W,12.0,22.0,0.545,2.0,5.0,4.0,4.0,5.0,7.0,6.0,1.0,3.0,30.0,28.3
75,75,1992-04-10,29.0,W,16.0,30.0,0.5329999999999999,1.0,1.0,2.0,4.0,4.0,6.0,4.0,0.0,1.0,35.0,26.8
76,76,1992-04-11,29.0,W,8.0,20.0,0.4,0.0,0.0,7.0,7.0,5.0,8.0,5.0,1.0,1.0,23.0,23.6
77,77,1992-04-13,29.0,W,6.0,12.0,0.5,0.0,1.0,0.0,0.0,1.0,7.0,3.0,1.0,2.0,12.0,12.5
78,78,1992-04-17,29.0,W,9.0,16.0,0.563,0.0,0.0,3.0,4.0,4.0,8.0,0.0,0.0,5.0,21.0,13.6
79,79,1992-04-19,29.0,W,9.0,17.0,0.529,0.0,0.0,14.0,15.0,2.0,7.0,2.0,1.0,7.0,32.0,23.7
80,80,1985-10-25,22.0,W,13.0,26.0,0.5,0.0,0.0,3.0,4.0,6.0,3.0,3.0,0.0,3.0,29.0,18.7
81,81,1985-10-26,22.0,W,9.0,24.0,0.375,0.0,0.0,15.0,16.0,7.0,6.0,2.0,3.0,6.0,33.0,22.6
82,82,1985-10-29,22.0,W,6.0,10.0,0.6,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,12.0,8.0
83,83,1986-03-15,23.0,L,4.0,7.0,0.5710000000000001,0.0,0.0,4.0,7.0,1.0,2.0,1.0,0.0,1.0,12.0,8.4
84,84,1986-03-17,23.0,L,4.0,16.0,0.25,0.0,1.0,9.0,10.0,4.0,1.0,7.0,1.0,1.0,17.0,16.8
85,85,1986-03-19,23.0,L,4.0,14.0,0.28600000000000003,0.0,2.0,4.0,6.0,4.0,3.0,2.0,2.0,1.0,12.0,9.9
86,86,1986-03-21,23.0,L,7.0,16.0,0.438,0.0,1.0,6.0,7.0,2.0,1.0,0.0,1.0,1.0,20.0,11.8
87,87,1986-03-22,23.0,L,4.0,13.0,0.308,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,8.0,-0.3
88,88,1986-03-25,23.0,W,5.0,12.0,0.417,0.0,1.0,9.0,9.0,3.0,3.0,1.0,0.0,2.0,19.0,13.8
89,89,1986-03-28,23.0,L,9.0,15.0,0.6,0.0,0.0,4.0,6.0,1.0,3.0,5.0,0.0,3.0,22.0,17.1
90,90,1986-03-29,23.0,W,10.0,17.0,0.588,0.0,1.0,4.0,6.0,1.0,1.0,1.0,3.0,4.0,24.0,15.0
91,91,1986-04-01,23.0,L,8.0,16.0,0.5,0.0,1.0,12.0,12.0,5.0,2.0,1.0,3.0,1.0,28.0,24.6
92,92,1986-04-03,23.0,W,12.0,19.0,0.632,0.0,0.0,2.0,4.0,5.0,3.0,3.0,2.0,3.0,26.0,21.7
93,93,1986-04-05,23.0,W,10.0,21.0,0.476,2.0,3.0,8.0,9.0,3.0,3.0,1.0,1.0,4.0,30.0,19.6
94,94,1986-04-07,23.0,W,10.0,18.0,0.556,1.0,3.0,5.0,5.0,5.0,7.0,1.0,3.0,2.0,26.0,24.1
95,95,1986-04-08,23.0,L,12.0,25.0,0.48,0.0,2.0,6.0,6.0,6.0,6.0,2.0,1.0,7.0,30.0,18.6
96,96,1986-04-11,23.0,W,12.0,36.0,0.333,0.0,1.0,7.0,10.0,5.0,2.0,3.0,1.0,2.0,31.0,12.4
97,97,1986-04-13,23.0,L,11.0,23.0,0.478,0.0,2.0,7.0,7.0,3.0,4.0,4.0,0.0,2.0,29.0,21.4
98,98,1986-11-01,23.0,W,15.0,31.0,0.484,0.0,0.0,20.0,22.0,6.0,3.0,4.0,3.0,6.0,50.0,37.5
99,99,1986-11-02,23.0,W,16.0,31.0,0.516,0.0,0.0,9.0,12.0,8.0,2.0,0.0,4.0,3.0,41.0,29.3
100,100,1986-11-04,23.0,W,14.0,31.0,0.452,0.0,1.0,6.0,13.0,8.0,5.0,4.0,2.0,6.0,34.0,20.8
101,101,1986-11-07,23.0,L,11.0,26.0,0.423,0.0,1.0,11.0,15.0,0.0,5.0,1.0,1.0,3.0,33.0,18.2
102,102,1986-11-08,23.0,W,17.0,27.0,0.63,0.0,0.0,5.0,5.0,6.0,3.0,5.0,0.0,3.0,39.0,33.2
103,103,1986-11-11,23.0,W,14.0,32.0,0.438,0.0,0.0,6.0,6.0,5.0,3.0,1.0,3.0,5.0,34.0,18.9
104,104,1986-11-12,23.0,L,9.0,25.0,0.36,0.0,1.0,10.0,12.0,4.0,4.0,3.0,1.0,4.0,28.0,15.4
105,105,1986-11-14,23.0,L,17.0,33.0,0.515,1.0,1.0,13.0,14.0,5.0,1.0,2.0,1.0,0.0,48.0,35.8
106,106,1986-11-21,23.0,W,14.0,26.0,0.5379999999999999,0.0,0.0,12.0,15.0,6.0,4.0,3.0,2.0,2.0,40.0,32.8
107,107,1986-11-22,23.0,W,10.0,26.0,0.385,0.0,0.0,2.0,3.0,9.0,4.0,3.0,1.0,3.0,22.0,13.2
108,108,1986-11-26,23.0,L,13.0,31.0,0.419,0.0,0.0,11.0,14.0,9.0,3.0,1.0,3.0,2.0,37.0,24.0
109,109,1986-11-28,23.0,L,19.0,43.0,0.442,0.0,1.0,3.0,4.0,10.0,3.0,1.0,1.0,3.0,41.0,23.5
110,110,1986-11-29,23.0,L,11.0,30.0,0.3670000000000001,0.0,1.0,18.0,19.0,5.0,6.0,4.0,0.0,2.0,40.0,30.7
111,111,1986-12-02,23.0,W,13.0,30.0,0.433,0.0,0.0,14.0,15.0,9.0,6.0,3.0,6.0,4.0,40.0,34.7
112,112,1986-12-03,23.0,L,17.0,33.0,0.515,0.0,2.0,11.0,13.0,3.0,3.0,6.0,1.0,2.0,45.0,34.4
113,113,1986-12-05,23.0,L,15.0,37.0,0.405,0.0,0.0,13.0,17.0,4.0,2.0,3.0,1.0,1.0,43.0,27.2
114,114,1986-12-06,23.0,L,18.0,38.0,0.474,0.0,2.0,7.0,7.0,5.0,3.0,1.0,1.0,2.0,43.0,27.3
115,115,1986-12-09,23.0,W,16.0,30.0,0.5329999999999999,0.0,0.0,8.0,9.0,6.0,6.0,3.0,4.0,3.0,40.0,33.4
116,116,1986-12-10,23.0,L,15.0,25.0,0.6,0.0,0.0,11.0,12.0,4.0,4.0,3.0,0.0,3.0,41.0,32.7
117,117,1986-12-12,23.0,W,16.0,24.0,0.667,0.0,0.0,9.0,11.0,5.0,3.0,2.0,0.0,2.0,41.0,31.4
118,118,1986-12-13,23.0,L,3.0,17.0,0.17600000000000002,0.0,0.0,5.0,8.0,4.0,2.0,0.0,1.0,2.0,11.0,-0.4
119,119,1986-12-16,23.0,W,13.0,29.0,0.448,0.0,1.0,15.0,18.0,5.0,1.0,0.0,0.0,4.0,41.0,21.7
120,120,1986-12-18,23.0,W,15.0,27.0,0.556,0.0,0.0,11.0,12.0,3.0,6.0,0.0,1.0,2.0,41.0,31.5
121,121,1986-12-20,23.0,L,10.0,26.0,0.385,0.0,0.0,7.0,8.0,4.0,7.0,2.0,4.0,5.0,27.0,17.1
122,122,1986-12-23,23.0,W,18.0,33.0,0.545,0.0,1.0,7.0,7.0,5.0,6.0,2.0,0.0,3.0,43.0,32.6
123,123,1986-12-25,23.0,L,10.0,28.0,0.35700000000000004,0.0,0.0,10.0,12.0,3.0,5.0,6.0,2.0,6.0,30.0,19.4
124,124,1986-12-27,23.0,W,20.0,29.0,0.69,0.0,0.0,4.0,4.0,4.0,3.0,0.0,2.0,4.0,44.0,32.8
125,125,1986-12-30,23.0,L,12.0,27.0,0.444,2.0,3.0,5.0,7.0,5.0,3.0,4.0,0.0,2.0,31.0,20.5
126,126,1987-01-02,23.0,L,13.0,31.0,0.419,0.0,1.0,8.0,10.0,8.0,3.0,1.0,0.0,2.0,34.0,21.8
127,127,1987-01-03,23.0,W,16.0,35.0,0.457,0.0,2.0,15.0,17.0,4.0,2.0,1.0,0.0,1.0,47.0,29.5
128,128,1987-01-06,23.0,W,13.0,23.0,0.565,0.0,0.0,1.0,3.0,2.0,3.0,2.0,0.0,3.0,27.0,15.0
129,129,1987-01-08,23.0,W,20.0,34.0,0.588,0.0,0.0,13.0,16.0,4.0,5.0,3.0,2.0,3.0,53.0,42.1
130,130,1987-01-10,23.0,W,8.0,24.0,0.333,0.0,0.0,15.0,15.0,7.0,5.0,2.0,1.0,4.0,31.0,20.9
131,131,1987-01-15,23.0,L,17.0,43.0,0.395,1.0,4.0,8.0,9.0,3.0,3.0,2.0,1.0,2.0,43.0,22.6
132,132,1987-01-17,23.0,W,17.0,34.0,0.5,0.0,0.0,13.0,14.0,10.0,6.0,4.0,1.0,4.0,47.0,38.7
133,133,1987-01-19,23.0,L,11.0,25.0,0.44,1.0,1.0,9.0,11.0,6.0,3.0,0.0,0.0,5.0,32.0,16.6
134,134,1987-01-20,23.0,W,11.0,22.0,0.5,0.0,0.0,9.0,10.0,7.0,2.0,2.0,1.0,3.0,31.0,22.8
135,135,1987-01-23,23.0,W,14.0,28.0,0.5,1.0,1.0,6.0,6.0,2.0,2.0,3.0,0.0,3.0,35.0,23.0
136,136,1987-01-24,23.0,L,11.0,20.0,0.55,0.0,0.0,5.0,6.0,0.0,1.0,1.0,0.0,1.0,27.0,16.1
137,137,1987-01-27,23.0,L,13.0,34.0,0.382,0.0,2.0,4.0,6.0,5.0,6.0,2.0,0.0,5.0,30.0,12.9
138,138,1987-01-28,23.0,L,11.0,23.0,0.478,0.0,2.0,5.0,8.0,4.0,4.0,1.0,1.0,6.0,27.0,13.0
139,139,1987-01-30,23.0,L,19.0,35.0,0.5429999999999999,0.0,4.0,11.0,12.0,2.0,5.0,3.0,2.0,4.0,49.0,35.0
140,140,1987-02-01,23.0,L,14.0,39.0,0.359,1.0,5.0,9.0,9.0,5.0,5.0,5.0,0.0,2.0,38.0,23.9
141,141,1987-02-03,23.0,W,12.0,28.0,0.429,0.0,1.0,8.0,9.0,6.0,6.0,0.0,2.0,5.0,32.0,19.2
142,142,1987-02-05,23.0,L,12.0,24.0,0.5,0.0,0.0,12.0,13.0,7.0,5.0,2.0,2.0,3.0,36.0,29.6
143,143,1987-02-10,23.0,W,11.0,22.0,0.5,0.0,0.0,7.0,9.0,3.0,4.0,3.0,1.0,4.0,29.0,19.8
144,144,1987-02-13,23.0,W,14.0,28.0,0.5,0.0,0.0,17.0,19.0,3.0,6.0,2.0,2.0,1.0,45.0,36.5
145,145,1987-02-14,23.0,W,15.0,24.0,0.625,0.0,1.0,3.0,5.0,2.0,8.0,3.0,3.0,2.0,33.0,29.9
146,146,1987-02-16,23.0,L,13.0,30.0,0.433,0.0,1.0,17.0,18.0,7.0,6.0,5.0,4.0,7.0,43.0,32.3
147,147,1987-02-20,24.0,L,11.0,27.0,0.407,0.0,0.0,11.0,12.0,2.0,5.0,5.0,2.0,2.0,33.0,25.8
148,148,1987-02-22,24.0,W,16.0,29.0,0.552,0.0,0.0,11.0,15.0,4.0,6.0,8.0,5.0,4.0,43.0,40.8
149,149,1987-02-24,24.0,W,10.0,22.0,0.455,0.0,0.0,14.0,18.0,12.0,2.0,5.0,5.0,2.0,34.0,32.5
150,150,1987-02-26,24.0,W,16.0,25.0,0.64,0.0,0.0,26.0,27.0,8.0,3.0,3.0,2.0,3.0,58.0,51.2
151,151,1987-02-28,24.0,W,11.0,28.0,0.393,0.0,1.0,15.0,17.0,6.0,2.0,3.0,1.0,3.0,37.0,24.5
152,152,1987-03-01,24.0,L,10.0,23.0,0.435,0.0,1.0,10.0,12.0,4.0,4.0,3.0,2.0,7.0,30.0,18.1
153,153,1987-03-03,24.0,W,11.0,17.0,0.647,0.0,0.0,8.0,9.0,3.0,8.0,3.0,2.0,2.0,30.0,30.6
154,154,1987-03-04,24.0,W,22.0,39.0,0.564,0.0,0.0,17.0,18.0,7.0,3.0,3.0,3.0,5.0,61.0,47.6
155,155,1987-03-06,24.0,L,10.0,24.0,0.417,0.0,0.0,7.0,9.0,8.0,5.0,8.0,3.0,4.0,27.0,25.8
156,156,1987-03-08,24.0,W,11.0,28.0,0.393,0.0,1.0,11.0,12.0,6.0,4.0,5.0,3.0,1.0,33.0,28.5
157,157,1987-03-09,24.0,L,12.0,26.0,0.462,0.0,1.0,7.0,10.0,7.0,8.0,3.0,1.0,3.0,31.0,24.8
158,158,1987-03-11,24.0,L,19.0,34.0,0.5589999999999999,1.0,1.0,10.0,11.0,8.0,7.0,2.0,4.0,6.0,49.0,38.5
159,159,1987-03-13,24.0,L,7.0,22.0,0.318,0.0,0.0,10.0,13.0,4.0,3.0,0.0,0.0,2.0,24.0,11.1
160,160,1987-03-14,24.0,L,5.0,20.0,0.25,0.0,0.0,3.0,3.0,7.0,8.0,4.0,2.0,7.0,13.0,7.5
161,161,1987-03-16,24.0,L,15.0,28.0,0.536,0.0,1.0,14.0,14.0,4.0,5.0,4.0,0.0,4.0,44.0,33.5
162,162,1987-03-17,24.0,L,7.0,21.0,0.333,1.0,2.0,6.0,7.0,3.0,9.0,0.0,0.0,3.0,21.0,11.7
163,163,1987-03-19,24.0,W,14.0,23.0,0.609,1.0,1.0,11.0,11.0,7.0,3.0,2.0,4.0,2.0,40.0,36.1
164,164,1987-03-21,24.0,W,13.0,25.0,0.52,0.0,1.0,14.0,15.0,3.0,5.0,4.0,0.0,7.0,40.0,28.3
165,165,1987-03-22,24.0,L,14.0,26.0,0.5379999999999999,0.0,2.0,18.0,20.0,1.0,6.0,4.0,0.0,7.0,46.0,32.9
166,166,1987-03-24,24.0,W,22.0,32.0,0.688,0.0,1.0,12.0,15.0,7.0,3.0,8.0,0.0,7.0,56.0,46.0
167,167,1987-03-26,24.0,L,14.0,30.0,0.467,0.0,0.0,12.0,14.0,6.0,7.0,4.0,1.0,4.0,40.0,31.2
168,168,1987-03-27,24.0,L,9.0,23.0,0.391,0.0,0.0,4.0,5.0,7.0,7.0,7.0,1.0,3.0,22.0,20.8
169,169,1987-03-29,24.0,W,13.0,24.0,0.542,0.0,2.0,7.0,9.0,1.0,8.0,4.0,1.0,1.0,33.0,29.0
170,170,1987-03-31,24.0,W,12.0,18.0,0.667,0.0,0.0,12.0,14.0,3.0,4.0,3.0,1.0,4.0,36.0,30.0
171,171,1987-04-01,24.0,L,10.0,25.0,0.4,1.0,3.0,5.0,6.0,9.0,7.0,5.0,3.0,3.0,26.0,22.6
172,172,1987-04-03,24.0,L,13.0,22.0,0.591,1.0,2.0,5.0,5.0,2.0,7.0,2.0,1.0,4.0,32.0,24.8
173,173,1987-04-04,24.0,L,9.0,24.0,0.375,0.0,1.0,13.0,13.0,6.0,7.0,1.0,0.0,1.0,31.0,25.3
174,174,1987-04-07,24.0,W,13.0,21.0,0.619,0.0,0.0,13.0,16.0,5.0,4.0,4.0,1.0,3.0,39.0,35.1
175,175,1987-04-10,24.0,L,11.0,31.0,0.355,0.0,1.0,12.0,15.0,6.0,10.0,3.0,1.0,3.0,34.0,25.0
176,176,1987-04-12,24.0,W,19.0,27.0,0.7040000000000001,0.0,0.0,15.0,18.0,4.0,8.0,4.0,2.0,3.0,53.0,49.7
177,177,1987-04-13,24.0,W,16.0,31.0,0.516,0.0,1.0,18.0,22.0,9.0,4.0,4.0,3.0,1.0,50.0,42.1
178,178,1987-04-16,24.0,L,22.0,38.0,0.579,0.0,3.0,17.0,21.0,10.0,1.0,4.0,1.0,3.0,61.0,47.8
179,179,1987-04-17,24.0,L,5.0,15.0,0.333,0.0,0.0,7.0,7.0,4.0,8.0,0.0,2.0,1.0,17.0,15.3
180,180,1992-11-06,29.0,W,12.0,26.0,0.462,0.0,2.0,5.0,6.0,6.0,2.0,3.0,3.0,2.0,29.0,22.3
181,181,1992-11-07,29.0,L,13.0,29.0,0.448,1.0,4.0,8.0,9.0,4.0,11.0,4.0,0.0,6.0,35.0,24.8
182,182,1992-11-09,29.0,W,10.0,20.0,0.5,0.0,1.0,4.0,5.0,2.0,12.0,2.0,0.0,4.0,24.0,20.2
183,183,1992-11-11,29.0,W,13.0,24.0,0.542,3.0,3.0,8.0,10.0,10.0,4.0,0.0,1.0,5.0,37.0,26.5
184,184,1992-11-13,29.0,W,14.0,31.0,0.452,0.0,2.0,6.0,8.0,6.0,4.0,3.0,2.0,5.0,34.0,21.5
185,185,1992-11-14,29.0,W,7.0,13.0,0.5379999999999999,2.0,5.0,2.0,2.0,4.0,7.0,3.0,1.0,2.0,18.0,19.1
186,186,1992-11-17,29.0,W,14.0,21.0,0.667,2.0,2.0,2.0,3.0,3.0,5.0,4.0,1.0,3.0,32.0,28.6
187,187,1992-11-19,29.0,W,14.0,22.0,0.636,2.0,4.0,5.0,5.0,6.0,2.0,2.0,0.0,2.0,35.0,28.4
188,188,1992-11-20,29.0,L,21.0,39.0,0.5379999999999999,1.0,2.0,11.0,14.0,13.0,7.0,1.0,3.0,5.0,54.0,41.2
